nom_lieu,note_moyenne
Voisin S.A.R.L. Café,3.9
Poulain Café,3.9
Leroy Café,3.5
Bouvier Café,4.7
Alexandre Café,3.1
Hernandez Café,3.6
Durand et Fils Café,3.3
Mace Jean S.A.S. Café,4.8
Picard S.A.S. Café,4.5
Paul Café,3.6
Thierry Café,3.3
Fabre Tanguy S.A. Café,3.6
Foucher SA Café,4.9
Giraud SA Café,5.0
Menard Perez SARL Café,4.1
Blot Café,4.9
Barbier Rodrigues SA Café,4.3
Wagner Bertrand SARL Café,3.1
Martel Café,3.9
Martins Café,5.0
Legrand Leclerc S.A.R.L. Café,3.8
Perrin et Fils Café,4.3
Chartier Café,3.7
Dijoux Café,3.3
Chauveau Café,3.8
Toussaint Café,3.6
Millet Café,4.2
Blanc Leroux S.A.R.L. Café,3.5
Blondel Valette et Fils Café,3.4
Maillard Café,3.7
Pages Café,3.3
Hebert Café,4.5
Delannoy Café,4.9
Garnier S.A.R.L. Café,4.0
Benoit S.A. Café,4.9
Bonneau Café,4.1
Blanchard S.A.S. Café,3.3
Gauthier Didier S.A. Café,5.0
Descamps SARL Café,3.1
Marques Peltier SA Café,4.6
Buisson Café,3.9
Pons Café,4.8
Olivier SA Café,4.2
Fleury Café,4.2
Joubert Café,4.6
Ferreira Allard SA Café,3.6
Lebreton Café,4.8
Fleury Guyot S.A.R.L. Café,3.1
Breton Café,3.2
Bodin Le Goff S.A. Café,4.0
Boucher S.A. Café,4.0
Delmas Grenier SA Café,4.4
Julien Café,4.9
Joubert Café,4.9
Gomez Café,3.0
Cousin Georges S.A.S. Café,4.7
Petit Café,3.2
Vincent Valentin SA Café,4.6
Guillot Café,4.2
Bruneau Tanguy et Fils Café,4.5
Delmas Café,4.1
Guyon S.A.R.L. Café,3.5
Joubert Café,4.3
Masson Café,3.5
Pelletier Café,3.2
Charrier Café,4.7
Joubert S.A. Café,4.2
Raynaud Café,3.8
Gay S.A.R.L. Café,3.5
Richard Henry S.A. Café,4.4
Le Goff SARL Café,3.4
Chartier S.A.S. Café,4.7
Michaud S.A. Café,3.1
Maurice Café,5.0
Moreau Marin et Fils Café,4.2
Weber Café,4.9
Joly Café,4.4
Courtois Café,4.2
Charpentier Andre SA Café,4.7
Pages Café,3.7
Bernard Café,3.4
Guillot Café,3.7
Blondel Café,3.4
Chrétien SA Café,3.7
Renault Café,3.7
Dupré Café,3.8
Langlois S.A.S. Café,4.0
Huet Café,4.8
Loiseau Brunet S.A.R.L. Café,3.2
Denis Salmon S.A.R.L. Café,3.6
Pinto Café,3.8
Olivier Café,3.9
Fleury Café,3.1
Martel Café,3.9
Pottier Café,3.5
Lebrun S.A.S. Café,4.6
Voisin Café,4.3
Ledoux Café,5.0
Berthelot Café,3.1
Leclerc Guillaume SA Café,3.4
Devaux SA Café,4.4
Verdier Brun et Fils Café,3.6
Perez Picard et Fils Café,3.5
Rolland Café,3.0
Devaux Café,4.1
Andre S.A.S. Café,4.2
Blot Rousseau SA Café,3.1
Humbert Dubois S.A.R.L. Café,3.5
Petitjean Café,4.0
Lopes Café,3.3
Chauvet Café,3.4
Germain S.A.S. Café,5.0
Bonnin et Fils Café,4.8
Germain Julien S.A.S. Café,3.5
Hebert SARL Café,4.3
Lambert Germain et Fils Café,3.2
Arnaud Ferreira S.A. Café,3.2
Grenier Café,4.6
Rousseau Café,4.3
Duhamel Café,4.8
Leblanc Delorme et Fils Café,3.5
Marchal Café,3.8
Gomes Descamps SA Café,4.2
Aubert Philippe et Fils Café,3.8
Normand Café,4.6
Fernandez Salmon S.A. Café,3.8
Dupont Café,3.5
Jacquet Café,5.0
Olivier Café,3.1
Laurent Café,4.5
Courtois et Fils Café,4.5
Hebert Café,3.4
Marin Café,3.5
Bonnet Alexandre S.A. Café,4.2
Bernard Café,3.8
Voisin Café,3.4
Albert Café,4.0
Navarro SA Café,3.0
Mahe S.A.S. Café,4.2
Parent Café,3.7
Joseph Briand SARL Café,3.8
Perrot Fernandes S.A.R.L. Café,4.6
Laporte SARL Café,3.2
Hebert Café,3.2
Lacroix Café,4.9
Caron Descamps S.A.R.L. Café,3.4
Lelièvre Café,3.4
Legros Bernard et Fils Café,4.3
Cousin Café,4.1
Cordier Café,4.2
Vincent Benoit S.A.R.L. Café,4.1
Lacroix S.A.S. Café,4.5
Marin S.A.S. Café,4.1
Lemoine Café,3.2
Voisin Café,4.3
Weiss Café,3.0
Rey Café,3.6
Guillaume Lemoine et Fils Café,4.9
Delmas S.A.R.L. Café,3.4
Coulon S.A.R.L. Café,3.4
Jean S.A. Café,3.2
Lamy Café,4.9
Julien S.A.R.L. Café,4.0
Vaillant S.A. Café,3.9
Payet Café,3.8
Meunier Café,3.8
Lopez Martins SA Café,3.5
Reynaud Lombard S.A.R.L. Café,4.5
Charles Gaudin et Fils Café,3.6
Fernandez Café,3.1
Ferreira Lecoq SA Café,4.0
Lebrun Michaud S.A.S. Café,4.8
Camus Café,4.9
Pires Café,3.2
Lemaire Carlier SA Café,4.2
Rodrigues Guillot S.A.S. Café,4.2
Paris Café,4.9
Mendès Café,3.8
Roy Café,4.9
Philippe S.A.R.L. Café,4.4
Alexandre Bouvet et Fils Café,4.5
Da Costa Café,5.0
Boucher Café,3.1
Camus Café,4.9
Lebon Guillet S.A.S. Café,4.1
Bonneau S.A.R.L. Café,3.6
Alves Café,3.6
Lejeune SARL Café,4.0
Petit Café,4.6
Maillet Lemonnier et Fils Café,3.9
Didier Café,3.9
Blanchard Café,4.3
Collet Café,3.5
Pereira Tessier S.A.R.L. Café,4.2
Vincent S.A. Café,3.0
Seguin S.A.R.L. Café,3.0
Launay SA Café,4.7
Lacombe Café,4.7
Peltier Café,4.7
Robert Café,4.6
Rivière et Fils Café,3.0
Lucas et Fils Café,4.8
Dumont Café,4.0
Lecoq S.A. Café,4.7
Brunel Café,3.1
Goncalves Café,3.2
Benoit Café,4.4
Pierre Bouvet S.A.R.L. Café,3.0
Gros Georges S.A. Café,4.2
Rossi S.A. Café,4.3
Lefèvre Toussaint S.A.R.L. Café,4.6
Leduc SARL Café,3.9
Blanchard Café,4.1
Toussaint Café,3.1
Vincent Café,4.5
Hoareau Café,3.2
Bertin Café,4.0
Dupré Samson SA Café,4.0
Maréchal Café,4.6
Colin Café,4.8
Noël Café,3.9
Leroy Café,4.0
Lemaire Café,4.2
Duhamel Café,4.1
Leroux Café,3.9
Cordier Café,4.1
Fontaine S.A.S. Café,4.4
Charrier Café,4.7
Bouchet Paris SARL Café,3.9
Weber Bourgeois S.A. Café,3.4
Delaunay Café,3.6
Descamps Café,4.8
Pichon Costa S.A. Café,4.9
Vaillant et Fils Café,4.9
Gomes Café,3.5
Leleu S.A.R.L. Café,3.7
Henry Café,3.2
Gallet S.A. Café,5.0
Dupuy Café,3.8
Boulay Café,3.2
Leroux S.A.S. Café,5.0
Menard Didier S.A.R.L. Café,4.2
Camus S.A.S. Café,3.5
Costa SA Café,4.6
Vallet Café,5.0
Dupont Café,3.2
Bernier Café,4.1
Pinto et Fils Café,4.6
Leroux Café,4.5
Aubry Café,3.1
Michel Lemaire S.A. Café,3.8
Hebert Café,4.7
Dupuy Auger SARL Café,4.3
Marques SARL Café,3.5
Lemaître Jacquet et Fils Café,3.5
Caron Café,3.8
Charles Café,4.5
Philippe Café,4.4
Berthelot Café,4.2
Charpentier Benard SARL Café,3.5
Martinez S.A.S. Café,4.6
Cousin S.A. Café,4.4
Neveu Carpentier S.A.S. Café,3.2
Paul Café,3.1
Chrétien S.A.R.L. Café,3.3
Menard Café,3.8
Blanchet Café,3.7
Guibert Café,3.5
Parent Café,4.1
Jacques Café,4.0
Fernandez Pottier S.A.S. Café,3.9
Morel SARL Café,3.3
Gaudin Café,4.9
Robert SARL Café,4.1
Blin Café,3.0
David Caron SARL Café,3.9
Baudry SA Café,3.5
Leclercq Café,3.5
Teixeira et Fils Café,3.9
Leroy Café,4.9
Robert Café,4.7
Martineau Café,3.9
Evrard Laurent SARL Café,3.4
Launay Café,4.8
Lecomte et Fils Café,4.2
Besson Café,3.9
Jacquot Café,4.0
Pages Café,4.2
Lecomte Café,3.5
Dumas Café,4.5
Evrard Le Gall S.A.S. Café,3.7
Leblanc Lacombe SARL Café,4.4
Boulanger S.A.R.L. Café,3.6
Weiss et Fils Café,4.4
Verdier Café,4.9
Boutin Café,3.3
Bouvier S.A. Café,3.6
Carpentier Henry SARL Café,4.5
Neveu Café,3.6
Lelièvre Café,3.7
Martel et Fils Café,4.1
Costa S.A.R.L. Café,4.6
Delmas Lagarde SARL Café,3.6
Michel S.A.S. Café,4.9
Boulay Café,4.3
Potier Giraud S.A. Café,4.3
Carpentier Café,4.9
Paul Charles S.A.R.L. Café,3.7
Dubois Café,3.6
Masse Café,3.4
Pineau S.A. Café,3.7
Lelièvre Café,4.0
Descamps Café,3.2
Lecoq Café,4.4
Barthelemy Tessier S.A.S. Café,4.2
Bouvet Faivre SARL Café,4.0
Boulanger Café,4.0
Berthelot Café,5.0
Lévêque Gros SA Café,4.0
Poirier Café,4.7
Fontaine Schneider S.A.R.L. Café,4.7
Guillaume Café,3.4
Munoz S.A.R.L. Café,4.1
Da Costa Café,4.9
Colas Café,4.7
Texier Café,3.4
Morel Martel et Fils Café,4.9
Ollivier Café,3.4
Marques Café,3.5
Rossi Café,3.9
Reynaud Café,4.2
Techer Café,3.7
Marchal Perrier S.A.R.L. Café,4.8
Munoz Schneider S.A. Café,3.6
Renaud SARL Café,4.4
Gay Café,3.1
Bertrand Café,4.9
Peron Café,4.9
Valette Café,3.6
Carlier Café,4.5
Lebrun Café,3.6
Allain Pascal S.A.S. Café,3.6
Traore Café,3.7
Legros S.A.S. Café,4.7
Imbert Laine S.A.R.L. Café,3.4
Fontaine Café,3.2
Maréchal SARL Café,3.6
Maury Café,4.0
Robin SA Café,4.8
Benard Café,4.8
Garcia Café,3.2
Laroche S.A.S. Café,3.7
Huet Labbé SARL Café,4.5
Dumont Boulay S.A.R.L. Café,4.4
Lecomte Café,3.2
Gaillard Café,5.0
Delaunay Café,3.2
Vidal Colas S.A.R.L. Café,4.4
Blondel Café,3.9
Diaz Café,3.3
Lucas Café,3.9
Pons Café,4.5
Gimenez Café,4.4
Hoareau S.A.S. Café,3.4
Chauvet Café,4.0
Dias S.A.S. Café,4.7
Texier Café,4.1
Ferrand S.A. Café,3.7
Morvan et Fils Café,3.3
Colin Aubry et Fils Café,3.9
Alves Caron et Fils Café,4.8
Thibault Café,3.5
Fournier Café,4.9
Berger Café,3.9
Olivier SARL Café,3.1
Le Gall et Fils Café,3.1
Devaux Café,4.1
Sauvage Café,4.9
Rossi Royer S.A.S. Café,4.3
Jean Café,4.2
Carpentier Leclercq SARL Café,4.3
Baron Café,3.7
Lopez Lenoir S.A.R.L. Café,3.6
Wagner SARL Café,4.1
Delmas Café,4.4
Perrier Hebert S.A.R.L. Café,3.3
Dumont Café,3.3
Lebrun Lebon SARL Café,3.0
Becker Café,3.2
Letellier Café,5.0
Gilles Weber SARL Café,4.0
Evrard et Fils Café,3.6
Guillou Café,4.8
Duhamel Café,3.0
Barre Brun et Fils Café,4.8
Teixeira Café,3.1
Leduc Café,3.7
Deschamps Café,4.7
Lenoir Café,4.3
Laine Café,3.7
Jean Café,3.4
Chrétien Rodriguez SARL Café,4.0
Leclerc Café,4.4
Leblanc Pasquier SA Café,4.6
Joly Café,4.3
Lacroix et Fils Café,4.8
Bourdon Café,4.6
Couturier Café,4.3
Marchand Café,4.5
Rousseau Café,3.9
Berthelot Café,3.9
Moulin S.A.R.L. Café,3.4
Lucas Fischer S.A.R.L. Café,3.6
Blondel Café,4.7
Fournier SA Café,3.5
Thierry Café,4.0
Chauveau et Fils Café,4.7
Munoz Café,4.9
Navarro Café,4.2
Dupré Café,4.5
Bègue Café,4.3
Auger Lagarde S.A.S. Café,4.8
Perret Ollivier S.A. Café,3.2
Lelièvre S.A. Café,3.5
Fernandes Café,4.5
Lefort SA Café,4.7
Bonnet et Fils Café,3.3
Hamel Meunier S.A.S. Café,4.1
Étienne Café,3.9
De Sousa Café,3.0
Weber et Fils Café,4.4
Morvan Café,4.8
Coulon Deschamps S.A.S. Café,4.4
Collet Café,4.3
Thierry et Fils Café,3.5
Berthelot Café,4.4
Leconte Café,3.1
Lecomte Turpin S.A.R.L. Café,3.2
Boulanger Café,4.2
Vaillant Café,3.8
Roche Café,4.6
Clément SARL Café,4.3
Laporte SARL Café,3.5
Moreno Café,4.9
Dupuy et Fils Café,3.9
Da Silva Café,4.1
Bonnin Lefebvre SARL Café,3.4
Benard Café,3.5
Barbier Café,4.8
Jean Café,4.1
Louis Café,3.3
Besnard SA Café,3.5
Mahe Café,3.1
Morin Café,4.2
Petit Petitjean SA Café,4.5
Merle S.A. Café,4.9
Humbert Café,3.4
Diallo Café,3.4
Monnier Café,4.5
Charpentier Café,4.2
Joly Dupuis S.A.R.L. Café,5.0
Guilbert Café,3.6
Lucas Germain S.A. Café,3.4
Rodriguez Café,3.3
Bouvet Café,4.8
Coste Café,4.8
Lefort et Fils Café,3.5
Barbier Café,4.9
Reynaud Café,3.7
Petitjean Café,4.1
Vincent SARL Café,3.2
Texier Legros SARL Café,3.9
Daniel SARL Café,4.9
Lemonnier Coste S.A.S. Café,3.2
Pasquier Café,3.4
Marty Joseph et Fils Café,4.7
Allard Café,3.0
Ledoux Café,4.2
Fouquet Café,3.3
Ribeiro Café,3.9
Le Roux Café,4.6
Julien SARL Café,3.7
Faivre SA Café,4.5
Diaz Café,3.5
Guillot Café,3.7
Normand Café,3.2
Philippe Regnier S.A.R.L. Café,4.8
Potier S.A. Café,3.6
Gaillard Bailly SARL Café,4.5
Pires Café,4.3
Maillard et Fils Café,4.3
Mahe SA Café,3.1
Hebert Hoarau S.A.S. Café,4.4
Germain Café,3.6
Langlois S.A.R.L. Café,4.4
Germain Benard SARL Café,3.7
Meunier Perret et Fils Café,3.9
Techer Étienne S.A. Café,4.9
Tessier S.A.R.L. Café,3.8
Navarro Café,3.5
Riou Café,4.6
Legrand Renaud S.A.R.L. Café,4.5
Charrier Evrard et Fils Café,3.7
Thibault Guillet S.A.S. Café,3.2
François Lopez S.A.S. Café,4.1
Schmitt Café,5.0
Guibert Café,3.1
Pires Millet SARL Café,4.5
Jourdan Café,4.8
Guillaume Millet S.A. Café,3.4
Rey Café,3.8
Lesage Café,3.6
Poulain Cohen S.A.R.L. Café,4.9
Hervé Café,5.0
Normand Café,4.3
Noël Café,4.4
Maillet S.A. Café,3.7
De Sousa S.A. Café,3.5
Chartier et Fils Café,4.7
Charpentier Sanchez SA Café,4.8
Delmas Café,3.5
Petit Café,3.4
Mahe S.A.S. Café,4.0
Camus Café,4.0
Menard Café,5.0
Gallet S.A.S. Café,4.6
Costa Café,4.2
Girard Gautier SA Café,3.8
Menard Café,5.0
Guillaume Café,4.4
Laine SARL Café,5.0
Joly Mallet et Fils Café,3.4
Devaux Denis SA Café,3.5
Muller Café,3.1
Duval S.A.S. Café,4.5
Lévy Café,4.3
Blanc S.A.S. Café,3.2
Humbert Café,4.0
Hamon Café,3.1
Antoine Café,4.8
Giraud Café,4.1
Laporte Café,3.5
Pascal Café,4.7
Pineau Lefèvre S.A. Café,5.0
Klein S.A.S. Café,4.3
Prévost Café,4.4
Pichon Café,3.7
Paris Café,4.8
Morin Lebreton SARL Café,4.0
Clément Café,3.4
Prévost Georges SARL Café,4.7
Maillard S.A. Café,3.7
Ruiz Maréchal SARL Café,5.0
Dupré Café,4.9
Valette et Fils Café,5.0
Guillet Café,3.1
Renault Café,3.4
Muller S.A.R.L. Café,3.3
Wagner Rousseau et Fils Café,4.6
Martin Café,3.3
Lelièvre Guichard S.A.S. Café,3.9
Lemaire S.A.S. Café,3.7
Leroux Café,5.0
Goncalves Café,4.7
Bigot Café,4.8
Paris et Fils Café,4.3
Gros Turpin S.A.S. Café,4.6
Bigot Café,4.9
Leclerc Café,4.2
Lefort et Fils Café,4.7
Étienne Café,4.8
Hardy et Fils Café,3.3
Bernard S.A.S. Café,3.6
Roche Café,4.7
Maurice S.A.S. Café,4.2
Julien et Fils Café,3.7
Boutin S.A. Café,4.7
Navarro Gautier S.A. Café,4.6
Dufour Café,5.0
Gérard Café,3.1
Duval Café,3.3
Dos Santos Café,3.3
Pelletier Jourdan SARL Café,4.9
Perret Café,4.7
Vaillant SARL Café,3.7
Marin Gilles SA Café,5.0
Chauveau SA Café,3.6
Jacquet S.A.S. Café,4.6
Duhamel SA Café,4.9
Langlois Café,3.7
Torres Café,3.4
Nicolas Bouchet S.A.R.L. Café,4.6
Lopez Café,3.3
Barre Café,4.8
Hardy Café,3.6
Fouquet Café,3.7
Legendre Café,4.8
Peltier Becker SARL Café,3.9
Jacquet Café,4.9
Lefèvre Café,4.4
Thierry Café,3.9
Chartier Bousquet S.A.R.L. Café,4.3
Verdier Café,3.0
Chauvet Café,3.7
Allard Café,3.8
Mendès Café,3.8
Petitjean Descamps SA Café,4.7
Duhamel SARL Café,4.4
Lefebvre S.A.S. Café,4.3
Perez SA Café,3.8
Chauvet Delmas et Fils Café,3.9
Marion Café,4.3
Julien Gérard et Fils Café,4.4
Raymond Klein SA Café,3.1
Bouvet Café,3.6
Faivre Renaud et Fils Café,3.5
Dufour Bousquet S.A.R.L. Café,4.8
Leclercq Café,4.7
Guillou et Fils Café,3.4
Bertin Café,4.5
Lucas Café,3.6
Lambert Pires S.A.S. Café,4.5
Colas Café,4.2
Blanchet Café,3.5
Brun Café,3.0
Chauvin Diaz S.A. Café,4.6
Antoine Da Silva S.A.R.L. Café,4.3
Marchal Café,3.5
Guillot Leclerc SARL Café,4.7
Étienne et Fils Café,3.9
Martin Café,4.2
Duhamel Café,4.6
Le Goff Café,3.9
Michaud et Fils Café,3.1
Tanguy Café,3.5
Blanchard SA Café,3.8
Lombard Café,3.0
De Oliveira Café,4.2
Dufour SA Café,4.5
Poirier Café,4.2
Laporte Leclerc S.A.S. Café,3.3
Barthelemy Café,3.9
Roussel Café,4.7
Masse et Fils Café,3.5
Normand Café,3.1
Lambert Denis SARL Café,4.2
François Café,3.3
Renaud Café,4.5
Diallo et Fils Café,3.5
Meyer S.A.S. Café,3.3
Hebert Bourdon et Fils Café,3.7
Paris S.A.R.L. Café,4.8
Moulin Café,4.8
Guillaume Café,4.7
Grégoire Pages SA Café,4.3
Julien Café,4.4
Cordier et Fils Café,4.0
Royer Becker S.A. Café,4.5
Pruvost Café,4.0
Guillon Café,3.5
Léger Café,4.2
Hoareau Pruvost S.A.R.L. Café,3.2
Delahaye Café,4.4
Cordier Café,4.9
Guyon Café,4.1
Garnier et Fils Café,4.7
Guillou Café,3.0
Meyer Café,3.4
Boucher Café,3.9
Diaz Cordier SARL Café,3.2
Munoz Gros S.A.S. Café,5.0
Ribeiro et Fils Café,4.6
Mahe et Fils Café,4.6
Meyer Café,3.2
Dumas Café,4.9
Lévy Durand et Fils Café,3.9
Georges S.A.S. Café,4.8
Lebreton SARL Café,4.2
Legros Café,3.0
Colin Robin SARL Café,4.0
Colas Lambert SA Café,4.6
Rousset S.A.R.L. Café,4.1
Bernier Guillet S.A.S. Café,3.0
Martin S.A.S. Café,5.0
Gilbert Café,3.1
Guibert Sauvage SA Café,4.6
Gallet Café,4.1
Sanchez Café,3.8
Meunier Café,4.5
Maurice S.A.R.L. Café,3.7
Joly Michaud S.A.S. Café,4.5
Henry Lemoine SARL Café,4.3
Hubert Café,4.7
Marchand Café,4.8
Chevallier SA Café,4.2
Marchal Menard SARL Café,3.6
Coulon S.A.R.L. Café,4.5
Perrin Café,3.9
Robert et Fils Café,4.4
Pires Becker et Fils Café,4.7
Jourdan Blondel S.A.S. Café,3.2
Regnier Café,4.0
Cohen Café,3.6
Barre Café,3.6
Lambert Potier S.A. Café,4.0
Barre Café,3.8
Le Goff Benard SARL Café,3.4
Hervé Café,4.7
Philippe S.A.S. Café,4.0
Goncalves Café,4.1
Nicolas et Fils Café,4.0
Gillet Roux SARL Café,4.7
Lelièvre Café,4.4
Le Gall Café,3.8
Faure Maurice S.A.R.L. Café,3.4
Lemaître SARL Café,3.3
Leclerc Roussel S.A.R.L. Café,3.6
Marty Gauthier S.A.R.L. Café,4.7
Boucher Da Silva SARL Café,4.8
Da Silva Café,4.4
Lacroix Café,3.3
Verdier et Fils Café,4.2
Deschamps Café,3.3
Lefèvre Café,3.7
Collin S.A. Café,3.8
Bruneau Munoz S.A. Café,3.9
Toussaint Café,4.1
Colin Café,4.5
De Oliveira Café,3.6
Auger Meyer SA Café,3.3
Pages Café,3.7
Martel Guérin SARL Café,4.2
Guyon SA Café,3.6
Le Gall Café,3.6
Colas Café,4.6
Sanchez Leroy SARL Café,4.2
Blanc Marchal et Fils Café,4.2
Fouquet Café,4.7
François Le Goff S.A. Café,3.2
Noël Café,3.5
Guillaume Café,4.0
Rodrigues Robert S.A.R.L. Café,4.6
Lebrun Peron SA Café,4.8
Guillon et Fils Café,4.9
Leleu Café,4.7
Couturier Pelletier SA Café,3.4
Garnier Café,4.0
Becker Café,4.4
Traore SARL Café,4.4
Bourdon Café,4.5
Lebreton S.A.R.L. Café,4.2
Lopes S.A. Café,3.9
Gallet Duval SARL Café,3.5
Auger S.A.S. Café,4.6
Tessier Café,4.4
Joseph Café,3.4
Guyot S.A. Café,4.1
Wagner Café,3.2
Barbe Delahaye SARL Café,3.8
Paris Café,4.1
Bouchet Café,4.0
Barbe SA Café,4.2
Simon Café,3.2
Le Goff Café,4.6
Voisin Café,3.3
Pelletier Café,3.6
Hernandez et Fils Café,4.6
Michaud S.A.R.L. Café,4.2
Lévêque Breton SA Café,4.9
Peron Blanc SA Café,3.8
Rey SA Café,3.9
Boulanger Schneider SARL Café,3.4
Fouquet Café,4.1
Ramos Allain S.A.S. Café,3.3
Launay Café,4.1
Mathieu SARL Café,3.1
Prévost Café,3.3
Chauvin Laurent S.A.S. Café,5.0
Le Gall Labbé S.A.S. Café,4.0
Courtois Café,3.1
Le Roux et Fils Café,4.1
Guillou SARL Café,4.0
Bertin et Fils Café,5.0
Courtois Café,4.2
Duhamel Café,3.2
Courtois Café,5.0
Denis Chevallier S.A.R.L. Café,4.0
Boutin et Fils Café,4.4
Louis Lévy et Fils Café,3.8
Nguyen S.A.S. Café,4.8
Weiss S.A.R.L. Café,3.0
Carpentier SA Café,3.2
Guyot François S.A. Café,3.4
Alexandre Café,3.3
Pons et Fils Café,3.4
Gautier S.A.S. Café,4.3
Rodriguez Bonnin SARL Café,4.1
Riou S.A.S. Café,3.9
Prévost S.A.R.L. Café,3.5
Le Goff Café,4.2
Pierre Café,4.7
Diaz S.A. Café,3.6
Roux Paris SA Café,3.7
Verdier Cordier SA Café,4.6
Fleury Café,4.3
Legrand Café,4.9
Boulay SARL Café,4.9
Noël Café,4.3
Bousquet Café,4.3
Masse Café,3.8
Sanchez Café,3.5
Pruvost S.A.S. Café,3.1
Gomez Café,3.2
Julien Girard SA Café,4.9
Briand SA Café,3.2
Guyon SARL Café,3.5
Carpentier Café,5.0
Martineau Café,4.4
Martins Café,4.1
Chauvin S.A.S. Café,3.7
Chauveau Humbert SARL Café,4.3
Legros Turpin et Fils Café,4.7
Marchand Café,4.5
Besnard Café,4.0
Dumas Café,4.4
Lemaître Café,3.9
Costa Café,4.8
Leroux Café,3.2
Bousquet Café,4.3
Gosselin Café,5.0
Delannoy Charpentier S.A.S. Café,3.6
Devaux SA Café,3.8
Briand Café,3.9
Jacob Café,4.9
Garcia Café,4.2
Maurice Café,4.7
Blanchard Café,3.4
Carre et Fils Café,3.6
Roy Café,4.4
Lemaître Café,4.5
Bernard Café,4.5
Allard Charles S.A.S. Café,5.0
Monnier Garnier et Fils Café,3.6
Guillon Café,3.7
Guillaume Renaud SA Café,3.9
Legros SARL Café,4.4
Garcia et Fils Café,4.8
Moulin Perrot S.A.S. Café,4.5
Blanchard Café,5.0
Chauvet Benoit S.A.R.L. Café,3.6
Goncalves Boucher SA Café,4.6
Prévost Ledoux SA Café,4.3
Laine Labbé S.A. Café,4.7
Lemoine SARL Café,3.9
Huet Godard S.A.S. Café,3.0
Martin S.A.S. Café,3.5
Evrard SA Café,4.2
Ruiz Pierre S.A. Café,4.0
Raymond et Fils Café,4.6
Lemaire Café,4.1
Lévy Dupuy S.A.R.L. Café,3.5
Costa Café,3.7
Perrier Café,4.8
Morin Pereira et Fils Café,4.7
Maillet Café,3.7
Thierry S.A.S. Café,4.9
Hamel Joly S.A. Café,4.3
Auger Perez S.A.S. Café,4.3
Germain Charles et Fils Café,4.8
Paul Café,3.7
Bertrand SARL Café,3.4
Roger Café,3.1
David Café,4.6
Boucher Café,3.1
Moulin et Fils Café,4.1
Rodrigues Café,4.8
Letellier SA Café,4.2
Lucas Café,3.6
Neveu Café,4.7
Langlois Café,4.3
Lemoine Hervé SARL Café,4.5
Laine Café,3.5
Guillaume Café,4.8
Bègue Perrot et Fils Café,4.3
Rivière Café,3.0
Peron Morvan SARL Café,3.9
Roussel Café,3.6
Andre Café,4.8
Bouvet Café,3.3
Coulon S.A.R.L. Café,3.9
Langlois Café,4.8
Boyer Café,3.8
Clerc Paul et Fils Café,4.9
Delannoy Leleu SA Café,3.0
Renaud Café,4.7
Clément Café,3.9
Klein S.A.S. Café,3.9
Mallet S.A.S. Café,4.1
Lucas Ledoux S.A.R.L. Café,3.4
Bouchet Café,4.7
Langlois Andre SARL Café,3.3
Clerc Bourdon S.A. Café,4.7
Michaud Café,4.4
Leduc Morin SARL Café,4.8
Allard Café,3.7
Hoareau Lenoir S.A.R.L. Café,4.6
Grondin Café,3.4
Guillaume Charpentier S.A. Café,4.5
Boyer Café,4.6
Barthelemy Café,3.5
Valette Café,4.2
Weber Cousin S.A.S. Café,3.6
Pelletier Café,3.9
Vincent SA Café,3.8
Colas Café,3.6
Arnaud Rodriguez SA Café,4.2
Bouchet Marie et Fils Café,4.0
Guibert Lejeune SA Café,3.7
Alexandre Café,3.4
Guichard Café,4.0
Perrot et Fils Café,4.2
Collet SARL Café,4.2
De Sousa SA Café,4.4
Legros Café,3.0
Martineau Café,3.5
Laine et Fils Café,3.8
Tanguy Café,4.5
Léger Le Gall S.A.R.L. Café,4.8
Dumas Pires S.A.S. Café,4.4
Bourdon et Fils Café,4.3
Bailly Café,4.6
Deschamps Café,4.5
Raymond Café,4.0
Gillet et Fils Café,3.1
Guillot Café,3.5
Huet SA Café,3.9
Hervé Café,3.4
Tanguy Imbert S.A.S. Café,5.0
Tessier Café,4.7
Faivre Café,3.4
Legros Café,4.3
Durand S.A.S. Café,3.2
Pereira Delattre S.A.S. Café,3.3
Noël Collet SARL Café,4.4
Devaux Café,3.1
Roger Munoz et Fils Café,4.0
Hoarau Café,4.7
Blanc S.A.R.L. Café,5.0
François Café,4.2
Bonnin Bruneau et Fils Café,4.2
Seguin S.A.R.L. Café,3.6
Bigot Ledoux S.A.R.L. Café,4.2
Philippe Café,3.6
Fernandez Café,3.8
Mathieu Laroche S.A.S. Café,3.8
Meunier S.A. Café,3.8
Evrard Toussaint SARL Café,3.1
Navarro Courtois S.A.R.L. Café,4.5
Menard Café,3.8
Lefebvre Toussaint SARL Café,3.6
Rey Café,4.6
Lemaire S.A.R.L. Café,3.6
Texier Delahaye SA Café,4.2
Alexandre S.A.R.L. Café,4.0
Guérin Café,3.6
Boutin Café,4.8
Lecoq Café,3.8
Louis S.A.S. Café,4.3
Berthelot Café,4.6
Morel Costa SA Café,4.3
Regnier Café,4.0
Hamel Dubois SARL Café,4.5
Gautier SARL Café,4.4
Meunier et Fils Café,3.2
Guyon Café,3.8
Chevalier Café,3.6
Maillet Café,3.3
Morel Café,4.4
Verdier S.A. Café,4.1
Collet Café,3.1
Guilbert Café,4.8
Martins Café,4.9
Diallo et Fils Café,3.8
Navarro Café,3.7
